name,price,images,Key Ingredients,Size
Advanced Snail 92 All in one Cream,15.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailCream50g_800x1067_485b8794-f831-48fe-b9c6-4ad940eed4dc.jpg?v=1704429396,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-4_4bca61ad-6b59-4414-b331-e5777c91ea7b.jpg?v=1704429398,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-9_001967d9-10f8-4a4e-8afe-0402ae388682.jpg?v=1704429400,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-2_3d4edad2-7f82-42e4-8aff-a2959efbc748.jpg?v=1704429402,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-3_c82069e4-0b0b-4b29-a58e-582dcd238d7d.jpg?v=1704429404,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-5_a44f2c91-5ea4-4216-8c7c-cdc7c41f784d.jpg?v=1704429406,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-6_79317709-eb27-45f2-9447-9b12bcdaec07.jpg?v=1704429409,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-8_16b0449a-1ac4-4af8-a821-ab6ab6c2f156.jpg?v=1704429411,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-11_c2148f07-68df-440d-9710-b3ab26914444.jpg?v=1724837123,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-12_04585de9-cdb8-4f80-971d-6e41612368a7.jpg?v=1704429415,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-13_3aae8823-0531-457f-be9d-a19059754031.jpg?v=1704429417","• 92% Snail Mucin  : Infused with 92% of snail mucin, this cream glides onto the skin and builds a moisture barrier to plump, hydrate and soothe skin. • 1,000 ppm sodium hyaluronate : plumping and soothing care, infuses hydration",
Advanced Snail 92 All in One Cream,26.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/snail_cream_thumbnail.png?v=1748420673,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-4.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-2.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-3.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-5.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-6.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-8.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-9.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-10.png?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-11.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-12.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-13.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/800x1067____231120.webp?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-14.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_bc6986a1-1b85-42ce-b761-6bc4acbb07a3.png?v=1757571879,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-15.jpg?v=1757571879,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-92-all-in-one-cream-cosrx-official-16.jpg?v=1762909943,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailCream200g_800x1067_47f7bb84-ae86-468e-85ca-b86beb3a2f7c.jpg?v=1757571879",,"100g,50g,200g"
Advanced Snail 96 Mucin Power Essence,25.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-4.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail96Essence_8.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-3.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-5.png?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-6.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-7.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-8.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-9.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/800x1067____231120_e9c80f69-91e9-4f80-99f4-e62372240f7b.webp?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/260722_snailmucin_800x1067_79f91ebd-dde6-45a1-9928-1d6af0daae17.jpg?v=1784707120,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/james_800x1067_1_1_4e9750cc-2cd6-4817-ace5-be2305a85806.jpg?v=1763111577,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/260722_snail_mucin50ml_800x1067_3a819f68-26dc-4b26-b84b-6618538a788d.jpg?v=1784707106,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-96-mucin-power-essence-cosrx-official-10.jpg?v=1763111577",,"3.38 fl.oz / 100mL,1.69 fl. oz / 50ml,1.01 fl.oz / 30mL"
Advanced Snail Hydrogel Eye Patch,28.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AnyConv.com__Snail-eye-patch2_800x1067_e8793905-5ab9-4172-a398-5d25b6cf39cc.webp?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-2.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-3.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-4.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-5.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-6.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-7.jpg?v=1765523642,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-hydrogel-eye-patch-cosrx-official-8.jpg?v=1765523642","• 20,400ppm Snail Secretion Filtrate : Soothes damaged skin and delivers moisture deep into your skin",60 patches / 3.17 oz
Advanced Snail Mucin Gel Cleanser,18.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-gel-cleanser-cosrx-official-1.png?v=1724835788,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/01_25d36ef8-9a2e-4e01-bcbd-b2e6892d5c78.webp?v=1778476700,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/02_c61cc26b-48c6-4a29-b4e3-d90e9f8dbdaf.webp?v=1778476700,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/05_4c01dd41-694a-41e8-a188-ef58df4a4951.webp?v=1778476701,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/06_01ffbae8-bc65-4996-ab1a-a560035c7eb8.webp?v=1778476701,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/07_2dc35b15-59c3-4e4f-956a-eaade767712a.webp?v=1778476700,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/04_57ed2cec-7e25-4887-a84c-d814e946cf79.webp?v=1778476701,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/08_5f155054-c22c-409f-872b-9aedfebfdc55.webp?v=1778476701","• Snail mucus filtrate 10,000ppm : Protects skin from stripping by allowing moisturization and restoring the skin while removing impurities","5.07 fl.oz / 150ml,1.69 fl.oz / 50ml"
Advanced Snail Mucin Glass Glow Hydrogel Mask,15.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_BAZAAR.jpg?v=1759391631,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_01__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_02__4.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_05__3.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_06__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_07__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_08__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_09__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_10__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_11__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_12__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_14__2.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_15.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Snail_Hydrogel_Mask_16.jpg?v=1775196344,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/1_b033c958-e756-4b27-ba08-55ef9a5f0b87.png?v=1775196344","• 25% Snail Secretion Filtrate (Mucin) : Improves glow, hydrates the skin, soothes irritation, Improve elasticity • Low Molecular Weight 200Da Collagen / Adenosine : Improves elasticity • Niacinamide / Gluconolactone : Improves glow • 5 types of Hyaluronic Acids & Ceramides / Panthenol : Hydrates the skin • Betaine / Allantoin : Soothes the skin",
Advanced Snail Mucin Power Sheet Mask 10 Sheets,25.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-1.jpg?v=1724835952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-2.jpg?v=1724835954,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-3.jpg?v=1724835956,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-4.jpg?v=1731391990,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-5.jpg?v=1724835960,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-6.jpg?v=1724835963,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-7.jpg?v=1724835965,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-8.jpg?v=1724835967,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-9.jpg?v=1724835969,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-10.jpg?v=1724835971,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-mucin-power-sheet-mask-10-sheets-cosrx-official-11.jpg?v=1724835972","• Snail secretion filtrate 35,000 ppm : Nourish and plump leaving the skin healthy",
Advanced Snail Peptide Eye Cream,28.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-peptide-eye-cream-cosrx-official-1.png?v=1724835637,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailEyecream_01.webp?v=1778476464,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailEyecream_04.webp?v=1778476464,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailEyecream_05.webp?v=1778476464,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailEyecream_06.webp?v=1778476464,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailEyecream_07.webp?v=1778476464,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/SnailEyecream_08.webp?v=1778476464","• 73.6% Snail Secretion Filtrate : Moisturize, protect and help rejuvenating the eye area",0.85 fl.oz / 25ml
Advanced Snail Radiance Dual Essence,28.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-1.png?v=1724835811,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-2.jpg?v=1724835813,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-3.jpg?v=1724835815,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-4.jpg?v=1724835818,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-5.png?v=1724835820,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-6.jpg?v=1724835824,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-7.jpg?v=1724835826,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-8.jpg?v=1724835828,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-9.jpg?v=1724835830,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-10.jpg?v=1724835832,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/advanced-snail-radiance-dual-essence-cosrx-official-11.jpg?v=1724835835","• 74.3% Triple Snail Complex  : A complex that combines the existing hydrating and plumping effects of snail secretion filtrate and fortifies it with the anti-aging, pore contracting benefits of Black Snails and the anti-bacterial, antioxidant and UV protection effects of Gold Snails and more • 5% niacinamide : brightening the skin for simultaneous plumping & radiance care, strengthening skin's barrier • Glutathione : Improving skin tone and skin complexion",2.70 fl.oz / 80ml
Advanced The Vitamin C 23 Serum,25.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_00.webp?v=1760935746,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_01__4.webp?v=1760935746,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/VitaminC__-__1.jpg?v=1780659273,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_02__4.webp?v=1760935746,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_03.webp?v=1760935746,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_04.webp?v=1760935746,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_05.webp?v=1760935746,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_06.webp?v=1760935746,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_08__3.webp?v=1760935747,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_09.webp?v=1760935746,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_10.webp?v=1760935747,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_11__3.jpg?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_12.webp?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_13.webp?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_07.webp?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_14.webp?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_15.webp?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_16.webp?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_17.webp?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_18.webp?v=1761640745,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/Advanced_VitaminC23_19__3.webp?v=1761640745",,
AHA 7 Whitehead Power Liquid,22.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-1.jpg?v=1724835611,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-2.jpg?v=1724835613,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-3.jpg?v=1724835615,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-4.jpg?v=1724835617,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-5.jpg?v=1724835620,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-6.jpg?v=1724835622,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-7.jpg?v=1724835624,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-8.jpg?v=1724835627,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-9.jpg?v=1724835629,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_35peel_17_e9c57fea-e76d-47f7-8bda-cc34583c0d27.webp?v=1724835631,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/aha-7-whitehead-power-liquid-cosrx-official-11.jpg?v=1724835634,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/800x1067___7__231120.webp?v=1704429303","• Pyrus Malus (Apple) Fruit Water +Glycol, Glycolic Acid : Refines uneven skin texture & clears whiteheads & diminishes fine lines • Niacinamide : Reduces marks from spots & boosts radiance",3.38 fl.oz / 100ml
AHA/BHA Clarifying Treatment Toner,20.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ahabha-clarifying-treatment-toner-cosrx-official-1.jpg?v=1724835581,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_01B.webp?v=1780986536,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_02__2.webp?v=1780905670,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_03B.webp?v=1780905670,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_06.webp?v=1780905670,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_07B.webp?v=1780905671,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_09.webp?v=1780905671,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_10.webp?v=1780905670,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_11.webp?v=1780905671,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_12.webp?v=1780905670,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/AHABHA_Toner_13.webp?v=1780905670",• Salix Alba (Willow) Bark Water + Pyrus Malus (Apple) Fruit Water : Offers gentle exfoliation & helps reduce breakouts and marks from spots • Glycolic Acid : Exfoliates the surface of the skin & smooths and softens skin • Betaine Salicylate : Clears congested pores & balances oil production,5.07 fl.oz / 150ml
